CODEMAGASIN;NOMPRODUIT;CODEINTERNEARTICLE;CODEPRODUIT;LIBCOLORISMODIFIE;CODECOLORISSEL;TAILLE;CODEBARRES;DISPONIBLE;TRANSITO;PREPARACION;TOTAL
840;261-RSAMYA;643872;1107233;WHITE SMOKE;979;T38;3253634783031;1;0;0;1
840;261-RSAMYA;643871;1107233;NOIR;979;T38;3253634783024;0;0;1;1
840;261-RSAMYA;643882;1107233;WHITE SMOKE;979;T40;3253634783123;2;0;0;2
840;261-RSAMYA;643878;1107233;NOIR;979;T42;3253634783086;1;0;0;1
840;261-RSAMYA;643883;1107233;WHITE SMOKE;979;T42;3253634783130;1;0;0;1
840;261-DECLIC;644045;1107271;OFF WHITE M;931;TXS;3253634784694;1;0;0;1
840;261-DECLIC;644046;1107271;OFF WHITE M;931;TS;3253634784700;1;0;0;1
840;261-DECLIC;644042;1107271;OFF WHITE M;931;TM;3253634784670;1;0;0;1
840;261-DECLIC;644047;1107271;OFF WHITE M;931;TL;3253634784717;1;0;0;1
845;211-PROSY.F;493644;85001;IVOIRE;100;T34;3253633418606;1;0;0;1
845;211-PROSY.F;493647;85001;IVOIRE;100;T40;3253633418637;1;0;0;1
845;211-PROSY.F;493648;85001;IVOIRE;100;T42;3253633418644;1;0;0;1
845;231-DATE;632870;93923;SWEET DREAMS;201;TXS;3253634679938;2;0;0;2
845;241-ROSVAL;628167;97093;BLUE DEPTHS;979;T36;3253634634487;1;0;0;1
845;241-ROSVAL;628169;97093;BLUE DEPTHS;979;T40;3253634634500;1;0;0;1
845;241-DAGA;632868;98032;PALE BANANA;508;TM;3253634679921;1;0;0;1
845;241-DAGA;632876;98032;PALE BANANA;508;TL;3253634679990;1;0;0;1
845;241-MELAN;633078;98061;MYRTILLE M;1204;TXS;3253634681962;1;0;0;1
845;241-MELAN;633079;98061;MYRTILLE M;1204;TS;3253634681979;0;0;1;1
845;241-MELAN;633076;98061;MYRTILLE M;1204;TM;3253634681955;0;0;1;1
845;241-MELAN;633080;98061;MYRTILLE M;1204;TL;3253634681986;0;0;1;1
845;241-OROOVE;633780;98443;NAVAL ACADEMY;1288;T34;3253634688848;1;0;0;1
845;241-OROOVE;633781;98443;NAVAL ACADEMY;1288;T36;3253634688855;1;0;0;1
845;241-OROOVE;633746;98443;NAVAL ACADEMY;1288;T38;3253634688510;1;0;0;1
845;241-OROOVE;633782;98443;NAVAL ACADEMY;1288;T40;3253634688862;1;0;0;1
845;242-OLAFI;613909;98945;IVOIRE M;1293;T34;3253634498669;1;0;0;1
845;242-OLAFI;613910;98945;IVOIRE M;1293;T36;3253634498676;1;0;0;1
845;242-OLAFI;613911;98945;IVOIRE M;1293;T38;3253634498683;1;0;0;1
845;242-OLAFI;613912;98945;IVOIRE M;1293;T40;3253634498690;1;0;0;1
845;241-ROSLI;633800;99078;MAGMA M;314;T34;3253634689043;1;0;0;1
845;241-ROSLI;633801;99078;MAGMA M;314;T36;3253634689050;1;0;0;1
845;241-ROSLI;633737;99078;MAGMA M;314;T38;3253634688428;1;0;0;1
845;241-ROSLI;633807;99078;PALE BANANA;314;T40;3253634689111;1;0;0;1
845;241-ROSLI;633802;99078;MAGMA M;314;T40;3253634689067;1;0;0;1
845;241-ROSLI;633803;99078;MAGMA M;314;T42;3253634689074;1;0;0;1
845;242-MUSHU;592454;99513;ECRU;201;TXS;3253634297200;1;0;0;1
845;242-MUSHU;592455;99513;ECRU;201;TS;3253634297217;1;0;0;1
845;242-MUSHU;592456;99513;ECRU;201;TM;3253634297224;1;0;0;1
845;241-DEUX;594614;99913;MULTICO;900;TS;3253634318806;1;0;0;1
845;241-DEUX;594615;99913;MULTICO;900;TM;3253634318813;1;0;0;1
845;241-DEUX;594616;99913;MULTICO;900;TL;3253634318820;1;0;0;1
845;241-DEUX;594617;99913;MULTICO;900;TXL;3253634318837;1;0;0;1
845;251-DIDOA;627305;101546;ARGAN OIL;988;TXS;3253634625867;1;0;0;1
845;251-DIDOA;608613;101546;NOIR M;988;TXS;3253634452838;1;0;0;1
845;251-DIDOA;605542;101546;IVOIRE M;988;TS;3253634422121;1;0;0;1
845;251-DIDOA;627308;101546;ARGAN OIL;988;TL;3253634625898;1;0;0;1
845;251-DIDOA;608616;101546;NOIR M;988;TL;3253634452869;1;0;0;1
845;251-DIDOA;627303;101546;CAPERS;988;TL;3253634625843;1;0;0;1
845;251-RIA;633825;1102137;NOIR M;301;T34;3253634689296;1;0;0;1
845;251-RIA;633826;1102137;NOIR M;301;T36;3253634689302;1;0;0;1
845;251-RIA;633720;1102137;NOIR M;301;T38;3253634688251;0;0;1;1
845;251-RIA;633827;1102137;NOIR M;301;T40;3253634689319;1;0;0;1
845;251-RIA;633828;1102137;NOIR M;301;T42;3253634689326;1;0;0;1
845;251-RISSAL;633830;1102139;NAVAL ACADEMY;1288;T34;3253634689340;2;0;0;2
845;251-RISSAL;630000;1102139;TEABERRY;1288;T36;3253634652818;1;0;0;1
845;251-RISSAL;633724;1102139;NAVAL ACADEMY;1288;T38;3253634688299;1;0;0;1
845;251-RISSAL;630001;1102139;TEABERRY;1288;T38;3253634652825;2;0;0;2
845;251-RISSAL;630002;1102139;TEABERRY;1288;T40;3253634652832;1;0;0;1
845;251-RISSAL;633833;1102139;NAVAL ACADEMY;1288;T42;3253634689371;1;0;0;1
845;251-DELLA;610064;1102191;OFF WHITE M;979;TXS;3253634466668;1;1;0;2
845;251-DELLA;610066;1102191;OFF WHITE M;979;TM;3253634466682;0;1;0;1
845;251-DELLA;610067;1102191;OFF WHITE M;979;TL;3253634466699;0;1;0;0
845;251-DALBA;634152;1102198;BUBBLE M;1166;TXS;3253634692531;1;0;0;1
845;251-DALBA;634153;1102198;BUBBLE M;1166;TS;3253634692548;2;0;0;2
845;251-DALBA;634141;1102198;BUBBLE M;1166;TM;3253634692432;1;0;0;1
845;251-DALBA;632857;1102198;OFF WHITE M;1166;TM;3253634679815;1;0;0;1
845;251-DALBA;632888;1102198;OFF WHITE M;1166;TL;3253634680118;1;0;0;1
845;251-REINE1;633838;1102222;MYRTILLE M;1204;T42;3253634689425;1;0;0;1
845;252-RMARMAI;613061;1102606;HAVANE M;1105;TXS;3253634490199;1;0;0;1
845;252-DFLOWER;613111;1102614;NOIR M;931;TXS;3253634490694;1;0;0;1
845;252-DFLOWER;634157;1102614;NAVAL ACADEMY;931;TS;3253634692586;1;0;0;1
845;252-DFLOWER;613113;1102614;NOIR M;931;TM;3253634490717;1;0;0;1
845;252-DFLOWER;613114;1102614;NOIR M;931;TL;3253634490724;1;0;0;1
845;252-DFLOWER;634158;1102614;NAVAL ACADEMY;931;TL;3253634692593;1;0;0;1
845;252-DAROD;632902;1102626;MARINE M;1104;TXS;3253634680255;1;0;0;1
845;251-DSARAH;615862;1103028;IVOIRE M;978;TS;3253634517971;1;0;0;1
845;251-DSARAH;615863;1103028;IVOIRE M;978;TM;3253634517988;1;0;0;1
845;251-DSARAH;615864;1103028;IVOIRE M;978;TL;3253634517995;1;0;0;1
845;251-DROSSO;627337;1103484;MARINE M;931;TXS;3253634626185;1;0;0;1
845;251-DROSSO;627339;1103484;MARINE M;931;TM;3253634626208;1;0;0;1
845;251-DROSSO;627340;1103484;MARINE M;931;TL;3253634626215;1;0;0;1
845;251-DALIKA;619301;1103498;OFF WHITE M;931;TXS;3253634551593;1;0;0;1
845;251-DALIKA;619302;1103498;OFF WHITE M;931;TS;3253634551609;1;0;0;1
845;251-DALIKA;619303;1103498;OFF WHITE M;931;TM;3253634551616;2;0;0;2
845;261-DIANA;627358;1104721;BUTTER M;987;TS;3253634626390;1;0;0;1
845;261-DAHLIA;627888;1104787;OFF WHITE M;1299;TXS;3253634631691;1;0;0;1
845;261-DAHLIA;627889;1104787;OFF WHITE M;1299;TS;3253634631707;1;0;0;1
845;261-DAHLIA;627891;1104787;OFF WHITE M;1299;TL;3253634631721;1;0;0;1
845;261-RTILA;628360;1104847;AVENTURINE;1150;T38;3253634636412;1;0;0;1
845;261-RDADOU;628457;1104860;FIG;979;T40;3253634637389;1;0;0;1
845;261-RDADOU;628458;1104860;FIG;979;T42;3253634637396;1;0;0;1
845;261-DIVALI;632847;1105668;MYRTILLE M;1204;TM;3253634679716;0;0;0;0
845;261-DTAL;632926;1105672;BUBBLE M;1166;TXS;3253634680491;1;0;0;1
845;261-DOUCE;632938;1105675;OFF WHITE M;931;TXS;3253634680613;1;0;0;1
845;261-DOUCE;632939;1105675;OFF WHITE M;931;TS;3253634680620;2;0;0;2
845;261-DFESTON;632942;1105676;SWEET DREAMS;1199;TXS;3253634680651;1;0;0;1
845;261-DSAMIR;632966;1105679;MYRTILLE M;931;TS;3253634680880;1;0;0;1
845;261-DSAMIR;632970;1105679;PRAIRIE M;931;TS;3253634680927;0;0;1;1
845;261-DSAMIR;632960;1105679;PRAIRIE M;931;TM;3253634680835;1;0;0;1
845;261-DSAMIR;632971;1105679;PRAIRIE M;931;TL;3253634680934;0;0;1;1
845;261-DROSE;632997;1105681;OFF WHITE M;931;TXS;3253634681184;1;0;0;1
845;261-DROSE;632998;1105681;OFF WHITE M;931;TS;3253634681191;1;0;0;1
845;261-DROSE;632990;1105681;OFF WHITE M;931;TM;3253634681122;1;0;0;1
845;261-DROSE;632999;1105681;OFF WHITE M;931;TL;3253634681207;1;0;0;1
845;261-DRED;633001;1105682;MAGMA M;1023;TXS;3253634681221;1;0;0;1
845;261-DRED;632991;1105682;MAGMA M;1023;TM;3253634681139;1;0;0;1
845;261-DRED;633003;1105682;MAGMA M;1023;TL;3253634681245;1;0;0;1
845;261-MPIKA;633106;1105694;ROSEE M;1219;TXS;3253634682235;1;0;0;1
845;261-MPIKA;633094;1105694;ROSEE M;1219;TM;3253634682129;1;0;0;1
845;261-MPIKA;633108;1105694;ROSEE M;1219;TL;3253634682259;1;0;0;1
845;261-MLOSI;633126;1105699;NOIR/IVOIRE;929;TXS;3253634682433;1;0;0;1
845;261-MLOSI;633127;1105699;NOIR/IVOIRE;929;TS;3253634682440;1;0;0;1
845;261-MLOSI;633099;1105699;NOIR/IVOIRE;929;TM;3253634682174;1;0;0;1
845;261-DEFI;634160;1105706;BUTTER M;1199;TXS;3253634692616;1;0;0;1
845;261-DEFI;634161;1105706;BUTTER M;1199;TS;3253634692623;1;0;0;1
845;261-DEFI;634130;1105706;BUTTER M;1199;TM;3253634692326;1;0;0;1
845;261-3FLEUR;633217;1105716;DORE;401;T1;3253634683294;1;0;0;1
845;261-3FLEUR;633226;1105716;DORE;401;T2;3253634683379;1;0;0;1
845;261-RMILAN;633349;1105731;DORE;401;TS;3253634684581;1;0;0;1
845;261-JITAMI;633485;1105757;DENIM STONE;993;T36;3253634685946;1;0;0;1
845;261-JITAMI;633274;1105757;DENIM STONE;993;T38;3253634683843;2;0;0;2
845;261-JITAMI;633486;1105757;DENIM STONE;993;T40;3253634685953;1;0;0;1
845;261-JITAMI;633487;1105757;DENIM STONE;993;T42;3253634685960;1;0;0;1
845;261-DNINO;633543;1105763;NAVAL ACADEMY;1200;TS;3253634686516;1;0;0;1
845;261-RISSOL;633852;1105784;NAVAL ACADEMY;1023;T40;3253634689562;2;0;0;2
845;261-RISSOL;633853;1105784;NAVAL ACADEMY;1023;T42;3253634689579;1;0;0;1
845;261-OPON;633860;1105786;OFF WHITE M;931;T34;3253634689647;1;0;0;1
845;261-OPON;633861;1105786;OFF WHITE M;931;T36;3253634689654;1;0;0;1
845;261-OPON;633706;1105786;OFF WHITE M;931;T38;3253634688114;1;0;0;1
845;261-OPON;633862;1105786;OFF WHITE M;931;T40;3253634689661;1;0;0;1
845;261-RIKOOL;633900;1105794;NAVAL ACADEMY;1200;T34;3253634690049;1;0;0;1
845;261-RIKOOL;633901;1105794;NAVAL ACADEMY;1200;T36;3253634690056;1;0;0;1
845;261-RIKOOL;633715;1105794;NAVAL ACADEMY;1200;T38;3253634688206;1;0;0;1
845;261-RIKOOL;633902;1105794;NAVAL ACADEMY;1200;T40;3253634690063;2;0;0;2
845;261-RIKOOL;633903;1105794;NAVAL ACADEMY;1200;T42;3253634690070;1;0;0;1
845;261-RELIF.F;633920;1105798;MULTICO;900;T34;3253634690247;1;0;0;1
845;261-RELIF.F;633921;1105798;MULTICO;900;T36;3253634690254;1;0;0;1
845;261-RELIF.F;633721;1105798;MULTICO;900;T38;3253634688268;2;0;0;2
845;261-RPLISSY;633930;1105800;MAGMA M;1023;T34;3253634690346;1;0;0;1
845;261-RPLISSY;633933;1105800;MAGMA M;1023;T42;3253634690377;1;0;0;1
845;261-OPA;633940;1105802;NOIR M;979;T34;3253634690445;1;0;0;1
845;261-OPA;633726;1105802;NOIR M;979;T38;3253634688312;1;0;0;1
845;261-RELOW;633950;1105804;NOIR M;979;T34;3253634690544;1;0;0;1
845;261-RELOW;633951;1105804;NOIR M;979;T36;3253634690551;1;0;0;1
845;261-RELOW;633728;1105804;NOIR M;979;T38;3253634688336;1;0;0;1
845;261-RELOW;633952;1105804;NOIR M;979;T40;3253634690568;1;0;0;1
845;261-RELOW;633953;1105804;NOIR M;979;T42;3253634690575;1;0;0;1
845;261-RAYEE;633963;1105806;PALE BANANA;1144;T42;3253634690674;1;0;0;1
845;261-RODIOL;633986;1105811;NOIR/IVOIRE;929;T36;3253634690902;1;0;0;1
845;261-RODIOL;633987;1105811;NOIR/IVOIRE;929;T40;3253634690919;1;0;0;1
845;261-PIBO.F;633990;1105812;NAVAL ACADEMY;1200;T34;3253634690940;1;0;0;1
845;261-PIBO.F;633991;1105812;NAVAL ACADEMY;1200;T36;3253634690957;2;0;0;2
845;261-PIBO.F;633993;1105812;NAVAL ACADEMY;1200;T42;3253634690971;1;0;0;1
845;261-CUBA.F;634001;1105814;MULTICO;900;T36;3253634691053;1;0;0;1
845;261-CUBA.F;633745;1105814;MULTICO;900;T38;3253634688503;1;0;0;1
845;261-CUBA.F;634002;1105814;MULTICO;900;T40;3253634691060;1;0;0;1
845;261-CUBA.F;634003;1105814;MULTICO;900;T42;3253634691077;1;0;0;1
845;261-RBELLE;634020;1105818;OFF WHITE M;931;T34;3253634691244;1;0;0;1
845;261-RBELLE;634021;1105818;OFF WHITE M;931;T36;3253634691251;1;0;0;1
845;261-RBELLE;633751;1105818;OFF WHITE M;931;T38;3253634688565;1;0;0;1
845;261-RBELLE;634023;1105818;OFF WHITE M;931;T42;3253634691275;1;0;0;1
845;261-RDOLSOU;634035;1105821;PRAIRIE M;1213;T34;3253634691398;1;0;0;1
845;261-PBELLE;634050;1105824;NOIR M;979;T34;3253634691541;1;0;0;1
845;261-PBELLE;634051;1105824;NOIR M;979;T36;3253634691558;1;0;0;1
845;261-PBELLE;634052;1105824;NOIR M;979;T40;3253634691565;1;0;0;1
845;261-PBELLE;634053;1105824;NOIR M;979;T42;3253634691572;2;0;0;2
845;261-RDALA.F;634055;1105825;MULTICO;900;T34;3253634691596;1;0;0;1
845;261-RDALA.F;634056;1105825;MULTICO;900;T36;3253634691602;1;0;0;1
845;261-RDALA.F;633761;1105825;MULTICO;900;T38;3253634688664;1;0;0;1
845;261-RDALA.F;634057;1105825;MULTICO;900;T40;3253634691619;1;0;0;1
845;261-RDALA.F;634058;1105825;MULTICO;900;T42;3253634691626;1;0;0;1
845;261-RBRUM;634063;1105826;EPICE M;1118;T42;3253634691671;1;0;0;1
845;261-DANIELA;634168;1105832;MAGMA M;979;TXS;3253634692692;1;0;0;1
845;261-DANIELA;634169;1105832;MAGMA M;979;TS;3253634692708;1;0;0;1
845;261-DANIELA;634133;1105832;MAGMA M;979;TM;3253634692357;1;0;0;1
845;261-DANIELA;634170;1105832;MAGMA M;979;TL;3253634692715;1;0;0;1
845;261-DJOJO;638977;1105834;NOIR M;979;TXS;3253634735443;1;0;0;1
845;261-DJOJO;634184;1105834;OFF WHITE M;979;TXS;3253634692852;1;0;0;1
845;261-DJOJO;634136;1105834;OFF WHITE M;979;TM;3253634692388;1;0;0;1
845;261-DJOJO;638979;1105834;NOIR M;979;TL;3253634735467;1;0;0;1
845;261-DJOJO;634186;1105834;OFF WHITE M;979;TL;3253634692876;1;0;0;1
845;261-DYLAN;634188;1105835;OFF WHITE M;931;TXS;3253634692890;1;0;0;1
845;261-DYLAN;634137;1105835;OFF WHITE M;931;TM;3253634692395;0;0;1;1
845;261-DYLAN;634190;1105835;OFF WHITE M;931;TL;3253634692913;0;0;1;1
845;261-DANANA;634200;1105837;PALE BANANA;1144;TXS;3253634693019;1;0;0;1
845;261-DANANA;634201;1105837;PALE BANANA;1144;TS;3253634693026;1;0;0;1
845;261-DANANA;634202;1105837;PALE BANANA;1144;TL;3253634693033;1;0;0;1
845;261-DPALM;634213;1105840;OFF WHITE M;931;TS;3253634693149;1;0;0;1
845;261-DPALM;634145;1105840;OFF WHITE M;931;TM;3253634692470;1;0;0;1
845;261-DPALM;634214;1105840;OFF WHITE M;931;TL;3253634693156;1;0;0;1
845;261-DAMA;634220;1105842;MAGMA M;931;TXS;3253634693217;1;0;0;1
845;261-DAMA;634228;1105842;NAVAL ACADEMY;931;TXS;3253634693293;1;0;0;1
845;261-DAMA;634221;1105842;MAGMA M;931;TS;3253634693224;1;0;0;1
845;261-DAMA;634229;1105842;NAVAL ACADEMY;931;TS;3253634693309;1;0;0;1
845;261-DAMA;634150;1105842;NAVAL ACADEMY;931;TM;3253634692524;1;0;0;1
845;261-DAMA;634222;1105842;MAGMA M;931;TL;3253634693231;1;0;0;1
845;252-DIDOU;640783;1106006;MARINE M;979;TXS;3253634752860;1;0;0;1
845;252-DIDOU;640784;1106006;MARINE M;979;TS;3253634752877;0;0;1;1
845;252-DIDOU;640785;1106006;MARINE M;979;TL;3253634752884;1;0;0;1
845;261-RARAM.F;638681;1106507;MULTICO;900;T34;3253634732626;1;0;0;1
845;261-RARAM.F;638682;1106507;MULTICO;900;T36;3253634732633;1;0;0;1
845;261-RARAM.F;638668;1106507;MULTICO;900;T38;3253634732503;1;0;0;1
845;261-RARAM.F;638683;1106507;MULTICO;900;T40;3253634732640;1;0;0;1
845;261-RARAM.F;638684;1106507;MULTICO;900;T42;3253634732657;1;0;0;1
845;261-DJARDI;638734;1106515;MULTICO;900;TXS;3253634733128;1;0;0;1
845;261-DJARDI;638735;1106515;MULTICO;900;TS;3253634733135;1;0;0;1
845;261-DJARDI;638715;1106515;MULTICO;900;TM;3253634732947;1;0;0;1
845;261-DJARDI;638737;1106515;MULTICO;900;TXL;3253634733159;1;0;0;1
845;261-DBABY;638797;1106523;NOIR M;979;TXS;3253634733739;1;0;0;1
845;261-DBABY;638798;1106523;NOIR M;979;TS;3253634733746;1;0;0;1
845;261-DBABY;638785;1106523;NOIR M;979;TM;3253634733623;1;0;0;1
845;261-ROSET.F;638904;1106536;MULTICO;900;T34;3253634734736;1;0;0;1
845;261-ROSET.F;638905;1106536;MULTICO;900;T36;3253634734743;1;0;0;1
845;261-ROSET.F;638889;1106536;MULTICO;900;T38;3253634734590;1;0;0;1
845;261-ROSET.F;638906;1106536;MULTICO;900;T40;3253634734750;1;0;0;1
845;261-ROSET.F;638907;1106536;MULTICO;900;T42;3253634734767;1;0;0;1
845;261-DGUAPA;640293;1106690;OFF WHITE M;931;TS;3253634748320;1;0;0;1
845;261-DGUAPA;640294;1106690;OFF WHITE M;931;TL;3253634748337;1;0;0;1
845;261-DWONDER;640794;1106741;OFF WHITE M;931;TM;3253634752976;1;0;0;1
845;261-DWONDER;640812;1106741;OFF WHITE M;931;TL;3253634753140;1;0;0;1
845;261-DIYUKI;640814;1106742;IVOIRE/NOIR;928;TXS;3253634753164;1;0;0;1
845;261-DIYUKI;640815;1106742;IVOIRE/NOIR;928;TS;3253634753171;1;0;0;1
845;261-DIYUKI;640795;1106742;IVOIRE/NOIR;928;TM;3253634752983;1;0;0;1
845;261-DIYUKI;640816;1106742;IVOIRE/NOIR;928;TL;3253634753188;1;0;0;1
845;261-DIDOU1;640829;1106745;OFF WHITE M;931;TXS;3253634753300;1;0;0;1
845;261-DCAROLE;641369;1106837;MARINE/OFF WHITE;926;TS;3253634758640;1;0;0;1
845;261-DCAROLE;641358;1106837;MARINE/OFF WHITE;926;TM;3253634758541;1;0;0;1
845;261-DCAROLE;641370;1106837;MARINE/OFF WHITE;926;TL;3253634758657;1;0;0;1
845;261-DCAROLE;641371;1106837;MARINE/OFF WHITE;926;TXL;3253634758664;1;0;0;1
845;261-DARIA;641633;1106896;NOIR M;979;TXS;3253634761237;1;0;0;1
845;261-ROCHI;641766;1106919;MARINE M;987;T34;3253634762531;1;0;0;1
845;261-ROCHI;641767;1106919;MARINE M;987;T36;3253634762548;1;0;0;1
845;261-ROCHI;641763;1106919;MARINE M;987;T38;3253634762517;1;0;0;1
845;261-ROCHI;641769;1106919;MARINE M;987;T42;3253634762562;1;0;0;1
845;261-DOMIO;641764;1106920;OFF WHITE M;931;TM;3253634762524;1;0;0;1
845;261-DOOTHY;643536;1107198;NOIR M;979;TS;3253634779836;1;0;0;1
845;261-DHIVAL;643679;1107215;MARINE M;931;TXS;3253634781181;1;0;0;1
845;261-DHIVAL;643680;1107215;MARINE M;931;TS;3253634781198;1;0;0;1
845;261-DHIVAL;643681;1107215;MARINE M;931;TL;3253634781204;1;0;0;1
845;261-RSAMYA;643880;1107233;WHITE SMOKE;979;T34;3253634783109;1;0;0;1
845;261-RSAMYA;643881;1107233;WHITE SMOKE;979;T36;3253634783116;1;0;0;1
845;261-RSAMYA;643872;1107233;WHITE SMOKE;979;T38;3253634783031;1;0;0;1
845;261-RSAMYA;643882;1107233;WHITE SMOKE;979;T40;3253634783123;1;0;0;1
845;261-RSAMYA;643883;1107233;WHITE SMOKE;979;T42;3253634783130;1;0;0;1
857;211-PROSY.F;493644;85001;IVOIRE;100;T34;3253633418606;2;0;0;2
857;211-PROSY.F;493645;85001;IVOIRE;100;T36;3253633418613;1;0;0;1
857;211-PROSY.F;493646;85001;IVOIRE;100;T38;3253633418620;3;0;0;3
857;211-PROSY.F;493647;85001;IVOIRE;100;T40;3253633418637;3;0;0;3
857;211-PROSY.F;493648;85001;IVOIRE;100;T42;3253633418644;1;0;0;1
857;231-DATE;632871;93923;SWEET DREAMS;201;TS;3253634679945;0;0;0;0
857;231-DATE;632865;93923;SWEET DREAMS;201;TM;3253634679891;1;1;0;2
857;231-DATE;632872;93923;SWEET DREAMS;201;TL;3253634679952;1;0;0;1
857;241-ROSVAL;628166;97093;BLUE DEPTHS;979;T34;3253634634470;1;0;0;1
857;241-ROSVAL;628168;97093;BLUE DEPTHS;979;T38;3253634634494;1;0;0;1
857;241-ROSVAL;628170;97093;BLUE DEPTHS;979;T42;3253634634517;1;0;0;1
857;241-DAGA;632875;98032;PALE BANANA;508;TS;3253634679983;1;0;0;1
857;241-DAGA;632876;98032;PALE BANANA;508;TL;3253634679990;1;0;0;1
857;241-MELAN;633078;98061;MYRTILLE M;1204;TXS;3253634681962;1;0;0;1
857;241-MELAN;633079;98061;MYRTILLE M;1204;TS;3253634681979;2;0;0;2
857;241-MELAN;633076;98061;MYRTILLE M;1204;TM;3253634681955;3;0;0;3
857;241-MELAN;633080;98061;MYRTILLE M;1204;TL;3253634681986;1;0;0;1
857;241-OROOVE;633780;98443;NAVAL ACADEMY;1288;T34;3253634688848;1;0;0;1
857;241-OROOVE;633781;98443;NAVAL ACADEMY;1288;T36;3253634688855;1;0;0;1
857;241-OROOVE;633746;98443;NAVAL ACADEMY;1288;T38;3253634688510;1;0;0;1
857;241-OROOVE;633782;98443;NAVAL ACADEMY;1288;T40;3253634688862;1;0;0;1
857;241-OROOVE;633783;98443;NAVAL ACADEMY;1288;T42;3253634688879;1;0;0;1
857;242-OLAFI;613909;98945;IVOIRE M;1293;T34;3253634498669;1;0;0;1
857;242-OLAFI;613911;98945;IVOIRE M;1293;T38;3253634498683;1;0;0;1
857;242-OLAFI;613912;98945;IVOIRE M;1293;T40;3253634498690;2;0;0;2
857;242-OLAFI;613913;98945;IVOIRE M;1293;T42;3253634498706;2;0;0;2
857;242-OLAFI;613914;98945;IVOIRE M;1293;T44;3253634498713;1;0;0;1
857;241-ROSLI;633800;99078;MAGMA M;314;T34;3253634689043;1;0;0;1
857;241-ROSLI;633805;99078;PALE BANANA;314;T34;3253634689098;1;0;0;1
857;241-ROSLI;633801;99078;MAGMA M;314;T36;3253634689050;0;1;0;1
857;241-ROSLI;633738;99078;PALE BANANA;314;T38;3253634688435;2;0;0;2
857;241-ROSLI;633737;99078;MAGMA M;314;T38;3253634688428;2;0;0;2
857;241-ROSLI;633802;99078;MAGMA M;314;T40;3253634689067;2;0;0;2
857;241-ROSLI;633808;99078;PALE BANANA;314;T42;3253634689128;0;0;0;0
857;241-ROSLI;633803;99078;MAGMA M;314;T42;3253634689074;1;0;0;1
857;242-MUSHU;592454;99513;ECRU;201;TXS;3253634297200;1;0;0;1
857;242-MUSHU;592455;99513;ECRU;201;TS;3253634297217;2;0;0;2
857;242-MUSHU;592456;99513;ECRU;201;TM;3253634297224;2;0;0;2
857;242-MUSHU;592457;99513;ECRU;201;TL;3253634297231;1;0;0;1
857;241-DEUX;594614;99913;MULTICO;900;TS;3253634318806;3;0;0;3
857;251-DIDOA;608613;101546;NOIR M;988;TXS;3253634452838;1;0;0;1
857;251-DIDOA;627300;101546;CAPERS;988;TXS;3253634625812;1;0;0;1
857;251-DIDOA;605541;101546;IVOIRE M;988;TXS;3253634422114;2;0;0;2
857;251-DIDOA;608614;101546;NOIR M;988;TS;3253634452845;1;0;0;1
857;251-DIDOA;605542;101546;IVOIRE M;988;TS;3253634422121;1;1;0;2
857;251-DIDOA;627302;101546;CAPERS;988;TM;3253634625836;1;0;0;1
857;251-DIDOA;627307;101546;ARGAN OIL;988;TM;3253634625881;1;0;0;1
857;251-DIDOA;608615;101546;NOIR M;988;TM;3253634452852;1;0;0;1
857;251-DIDOA;605543;101546;IVOIRE M;988;TM;3253634422138;2;0;0;2
857;251-DIDOA;605544;101546;IVOIRE M;988;TL;3253634422145;1;0;0;1
857;251-RIA;633825;1102137;NOIR M;301;T34;3253634689296;1;0;0;1
857;251-RIA;633826;1102137;NOIR M;301;T36;3253634689302;1;0;0;1
857;251-RIA;633720;1102137;NOIR M;301;T38;3253634688251;1;0;0;1
857;251-RIA;633827;1102137;NOIR M;301;T40;3253634689319;1;0;0;1
857;251-RIA;633828;1102137;NOIR M;301;T42;3253634689326;1;0;0;1
857;251-RISSAL;633830;1102139;NAVAL ACADEMY;1288;T34;3253634689340;2;0;0;2
857;251-RISSAL;630000;1102139;TEABERRY;1288;T36;3253634652818;1;0;0;1
857;251-RISSAL;633831;1102139;NAVAL ACADEMY;1288;T36;3253634689357;2;0;0;2
857;251-RISSAL;633724;1102139;NAVAL ACADEMY;1288;T38;3253634688299;2;0;0;2
857;251-RISSAL;630001;1102139;TEABERRY;1288;T38;3253634652825;1;0;0;1
857;251-RISSAL;633832;1102139;NAVAL ACADEMY;1288;T40;3253634689364;1;0;0;1
857;251-RISSAL;630002;1102139;TEABERRY;1288;T40;3253634652832;1;0;0;1
857;251-RISSAL;633833;1102139;NAVAL ACADEMY;1288;T42;3253634689371;0;0;1;1
857;251-RISSAL;630003;1102139;TEABERRY;1288;T42;3253634652849;1;0;0;1
857;251-DELLA;610064;1102191;OFF WHITE M;979;TXS;3253634466668;1;0;0;1
857;251-DELLA;632882;1102191;NOIR M;979;TXS;3253634680057;1;0;0;1
857;251-DELLA;610065;1102191;OFF WHITE M;979;TS;3253634466675;1;0;0;1
857;251-DELLA;632883;1102191;NOIR M;979;TS;3253634680064;1;0;0;1
857;251-DELLA;632856;1102191;NOIR M;979;TM;3253634679808;1;0;0;1
857;251-DELLA;610066;1102191;OFF WHITE M;979;TM;3253634466682;2;0;0;2
